region,company_name,duns_number,status,capabilities,Legend_Specialization,certification,subsidiary,overseas,website,contact,address_full,primary_naics_code,primary_naics_description,secondary_naics_code,secondary_naics_description,company_type,import_export,global_duns_no,global_name,immediate_parent_duns_no,immediate_parent_name,latitude,line_of_business,longtitude,manufacturing_indicator,marketing_prescreen_score,marketing_prescreen_ranking,minority_owned_indicator,owns_rents,phone_no,subsidiary_status,web_address_url,year_of_founding,auditors,trade_style,employer_id_number_ein,domestic_parent_duns_no,domestic_parent_name,location_type,mailing_address,mailing_city,mailing_country_region,mailing_county,mailing_state,mailing_zipcode,address,physical_address,physical_city,physical_country_region,physical_county,physical_state,physical_zipcode,physical_zipcode_short,secondary_sic_code,secondary_sic_description,primary_sic_code,primary_sic_description,facility_size,sales_volume_2020,employee_all_sites_2020,employee_this_sites_2020,avg_ann_dod_total_revenue,avg_dod_contract_value
Chicago,ZIMCO ENGRAVING CO,60-728-3280,60-728-3280,"Tools, dies, electric tools",Die and tool,No,NA,NA,https://www.processregister.com/Zimco_Engraving_Co/Supplier/sid46628.htm,https://www.processregister.com/Zimco_Engraving_Co/Supplier/sid46628.htm,"825 S MADISON AVE, LA GRANGE, IL",332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",,,Private,,,,,,41.79907,COATING/ENGRAVING SERVICE,-87.870445,Non Manufacturer,N/A,N/A,No,,,Non-Subsidiary,,1976,,,,,,Single Location,,,,,,,"825 S MADISON AVE, LA GRANGE, IL 60525",825 S MADISON AVE,LA GRANGE,USA,COOK,IL,605252808,60525,,,34790100,Etching and engraving,0,NA,NA,NA,NA,NA
Chicago,WILCOX TOOL & ENGINEERING,94-050-1422,94-050-1422,Tools and dies,Die and tool,No,NA,NA,https://www.manta.com/c/mm5t2w0/wilcox-tool-engineering,https://www.manta.com/c/mm5t2w0/wilcox-tool-engineering,"17525 DEPOT ST, UNION, IL",333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",,,Private,,,,,,42.233225,MFG DIES/TOOLS/JIGS/FIXTURES,-88.539243,Non Manufacturer,N/A,N/A,No,Owns,,Non-Subsidiary,,1993,,,,,,Single Location,,,,,,,"17525 DEPOT ST, UNION, IL 60180",17525 DEPOT ST,UNION,USA,MCHENRY,IL,601809760,60180,,,35440000,"Special dies, tools, jigs, and fixtures",0,NA,NA,NA,NA,NA
Chicago,"F. & C. INDUSTRIES, INC.",02-565-6620,02-565-6620,"Dies, fixtures, machining, stamping",Die and tool,No,No,No,https://www.fcind.com/index.html,https://www.fcind.com/contact.htm,"231 PEARL ST, MONTGOMERY, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.731336,MFG METAL STAMPINGS,-88.339584,Non Manufacturer,High,N/A,No,,(630) 892-6081,Non-Subsidiary,WWW.FCIND.COM,1965,,,362841046,,,Single Location,,,,,,,"231 PEARL ST, MONTGOMERY, IL 60538",231 PEARL ST,MONTGOMERY,USA,KENDALL,IL,605381366,60538,,,34690000,"Metal stampings, nec",0,NA,NA,NA,NA,NA
Chicago,GNB INDUSTRIAL POWER LLC,04-131-4682,04-131-4682,Power battery components,Energy storage,No,Yes,No,https://www.aviationpros.com/gse/pushbacks-tractors-utility-vehicles/company/10017345/gnb-industrial-power-a-division-of-exide-technologies,https://www.aviationpros.com/gse/pushbacks-tractors-utility-vehicles/company/10017345/gnb-industrial-power-a-division-of-exide-technologies,"3950 SUSSEX AVE, AURORA, IL",335910,,,,Private,,,,,,41.771584,MFG STORAGE BATTERIES,-88.228721,Non Manufacturer,Medium,2 - Likely to pay,No,,(815) 838-9737,Non-Subsidiary,WWW.GNB.COM,2010,,,,,,Single Location,,,,,,,"3950 SUSSEX AVE, AURORA, IL 60504",3950 SUSSEX AVE,AURORA,USA,DUPAGE,IL,605047932,60504,,,36910000,Storage batteries,0,"$17,150",1,1,$0,$0
Chicago,BELDEN ENERGY SOLUTIONS INC.,07-838-1252,07-838-1252,Energy efficiency services,Energy storage,No,No,No,https://www.beldenenergy.com/,https://www.beldenenergy.com/contact-us,"719 S BERKLEY AVE, ELMHURST, IL",335931,Current-Carrying Wiring Device Manufacturing,,,Private,,,,,,41.87777,MFG CONDUCTIVE WIRING DEVICES,-87.954145,Non Manufacturer,Medium,1 - Most likely to pay,No,,(800) 235-3361,Non-Subsidiary,WWW.BELDENENERGY.COM,2012,,,,,,Single Location,,,,,,,"719 S BERKLEY AVE, ELMHURST, IL 60126",719 S BERKLEY AVE,ELMHURST,USA,DUPAGE,IL,601264203,60126,,,36430000,Current-carrying wiring services,0,"$467,145",6,6,$0,$0
Chicago,"ASK PRODUCTS, INC.",95-793-0944,95-793-0944,Electrical parts,Energy storage,ISO9001,No,No,https://www.ask-power.com/,https://www.ask-power.com/ask-power-contact,"1674 FRONTENAC RD, NAPERVILLE, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,Both,21-701-8821,EQUISTONE LLP,26-769-2687,SICAME GROUP,41.798564,MFG METAL STAMPINGS,-88.22874,Non Manufacturer,Low,4 - Less likely to pay,No,,(630) 896-4056,Subsidiary,WWW.ASK-POWER.COM,1986,,ASK POWER,363455436,95-793-0944,EQUISTONE LLP,Single Location,,,,,,,"1674 FRONTENAC RD, NAPERVILLE, IL 60563",1674 FRONTENAC RD,NAPERVILLE,USA,DUPAGE,IL,605631757,60563,,,34699916,Stamping metal for the trade,0,"$12,053,315",51,51,$0,$0
Chicago,"AMERICAN ELECTRONIC PRODUCTS, INC.",07-869-2213,07-869-2213,Electronic parts,Energy storage,No,NA,NA,https://panjiva.com/American-Electronic-Products-Inc/1898916,https://panjiva.com/American-Electronic-Products-Inc/1898916,"1110 W LAKE COOK RD # 268, BUFFALO GROVE, IL",333996,Fluid Power Pump and Motor Manufacturing,,,Private,Importer,,,,,42.153462,MFG FLUID POWER PUMPS/MOTORS,-87.978411,Non Manufacturer,N/A,N/A,No,,,Non-Subsidiary,WWW.REGISTRAR-TRANSFERS.COM,1995,,,,,,Single Location,,,,,,,"1110 W LAKE COOK RD # 268, BUFFALO GROVE, IL 60089",1110 W LAKE COOK RD # 268,BUFFALO GROVE,USA,LAKE,IL,600891989,60089,,,35940000,Fluid power pumps and motors,0,NA,NA,NA,$0,$0
Chicago,G & W ELECTRIC COMPANY,11-248-6402,11-248-6402,Electric components,Energy storage,No,No,Yes,https://www.gwelectric.com/,https://www.gwelectric.com/contact-us/,"3450 127TH ST, BLUE ISLAND, IL",331523,Nonferrous Metal Die-Casting Foundries,,,Private,,00-507-6625,G & W ELECTRIC COMPANY,00-507-6625,G & W ELECTRIC COMPANY,41.663204,MFG NONFERROUS DIE-CASTINGS,-87.70606,Non Manufacturer,Low,2 - Likely to pay,No,Owns,(708) 388-6363,Non-Subsidiary,WWW.GWELECTRIC.COM,0,,MANUFACTURERS BRASS ALUM FNDRY,361113440,00-507-6625,G & W ELECTRIC COMPANY,Branch,,,,,,,"3450 127TH ST, BLUE ISLAND, IL 60406",3450 127TH ST,BLUE ISLAND,USA,COOK,IL,604061834,60406,,,33640101,Brass and bronze die-castings,0,NA,NA,NA,$0,$0
Chicago,TEMPCO ELECTRIC HEATER CORPORATION,05-945-7820,05-945-7820,"Other - heaters, sensors, controls",Energy storage,ISO9001,No,Yes,https://www.tempco.com/,https://www.tempco.com/Tempco/Contact-Us.htm,"607 N CENTRAL AVE, WOOD DALE, IL",333994,Industrial Process Furnace and Oven Manufacturing,,,Private,Both,05-945-7820,TEMPCO ELECTRIC HEATER CORPORATION,05-945-7820,TEMPCO ELECTRIC HEATER CORPORATION,41.973846,MFG INDUSTRIAL FURNACES/OVENS,-87.968463,Non Manufacturer,Low,1 - Most likely to pay,Yes,Owns,(630) 350-2252,Non-Subsidiary,WWW.TEMPCO.COM,1972,,,362749374,05-945-7820,TEMPCO ELECTRIC HEATER CORPORATION,Headquarters,,,,,,,"607 N CENTRAL AVE, WOOD DALE, IL 60191",607 N CENTRAL AVE,WOOD DALE,USA,DUPAGE,IL,601911452,60191,,,35670101,"Heating units and devices, industrial: electric",130000,"$59,209,009",340,330,"$57,887","$28,944"
Chicago,"METFORM, L.L.C.",15-178-6399,15-178-6399,"Fastener components, gear blanks, industrial hot formed components, linkage and suspension components",Fastener-connection-rivet-washer,ISO14001 and IATF16949,No,No,https://www.macleanfoggcs.com/locations/savanna-metform/,https://www.macleanfoggcs.com/contact/,"1000 ALLANSON RD, MUNDELEIN, IL",332111,Iron and Steel Forging,,,Private,Importer,00-508-6376,MAC LEAN-FOGG COMPANY,00-508-6376,MAC LEAN-FOGG COMPANY,42.256653,MFG IRON/STEEL FORGINGS,-87.989278,Manufacturer,Low,1 - Most likely to pay,No,Rent,(847) 566-0010,Subsidiary,WWW.MACLEANFOGGCS.COM,1979,,,364169362,00-508-6376,MAC LEAN-FOGG COMPANY,Headquarters,,,,,,,"1000 ALLANSON RD, MUNDELEIN, IL 60060",1000 ALLANSON RD,MUNDELEIN,USA,LAKE,IL,600603804,60060,,,34620000,Iron and steel forgings,180000,"$81,197,341",355,5,$0,$0
Chicago,CENTRAL TOOL SPECIALITIES CO.,00-524-5741,00-524-5741,"Laminations,connectors,bars, fasteners",Fastener-connection-rivet-washer,ISO9001,No,No,https://centraltoolspecialties.com/,https://centraltoolspecialties.com/contact.html,"1140 N DU PAGE AVE, LOMBARD, IL",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,,Private,,,,,,41.910842,MFG BOLTS/SCREWS/RIVETS,-88.020651,Non Manufacturer,Medium,1 - Most likely to pay,No,,(630) 543-6351,Non-Subsidiary,WWW.CENTRALTOOLSPECIALTIES.COM,1962,,,362484792,,,Single Location,,,,,,,"1140 N DU PAGE AVE, LOMBARD, IL 60148",1140 N DU PAGE AVE,LOMBARD,USA,DUPAGE,IL,601481247,60148,,,34520000,"Bolts, nuts, rivets, and washers",7500,"$1,142,182",8,8,$0,$0
Chicago,WENCO MANUFACTURING CO INC,00-513-8383,00-513-8383,"Spade bolts, punch press parts",Fastener-connection-rivet-washer,No,No,No,https://wencosimplex.com/,https://wencosimplex.com/contact/,"11N261 MUIRHEAD RD, ELGIN, IL",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",,,Private,,,,,,42.031269,MFG BOLTS/SCREWS/RIVETS,-88.420164,Non Manufacturer,Low,1 - Most likely to pay,No,,(630) 377-7474,Non-Subsidiary,WWW.WENCOSIMPLEX.COM,1920,,,,,,Single Location,,,,,,,"11N261 MUIRHEAD RD, ELGIN, IL 60124",11N261 MUIRHEAD RD,ELGIN,USA,KANE,IL,601248225,60124,,,34529901,"Bolts, metal",0,"$2,503,933",20,20,$0,$0
Chicago,LORBERN MFG. INC.,85-873-4684,85-873-4684,"Fastener, carbide, high-speed tooling, machine parts",Fastener-connection-rivet-washer,No,No,No,https://lorbern.com/,https://lorbern.com/#contact,"708 MORSE AVE, SCHAUMBURG, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,42.000594,MFG METAL STAMPINGS,-88.098029,Non Manufacturer,Low,1 - Most likely to pay,No,Rent,(847) 301-8600,Non-Subsidiary,WWW.LORBERN.COM,1992,,,363814874,,,Single Location,,,,,,,"708 MORSE AVE, SCHAUMBURG, IL 60193",708 MORSE AVE,SCHAUMBURG,USA,COOK,IL,601934534,60193,,,34699908,"Machine parts, stamped or pressed metal",10000,"$3,667,705",21,21,$0,$0
Chicago,"FANMAR, INC.",00-552-2669,00-552-2669,Sheet metal forming and welding to punching and riveting,Fastener-connection-rivet-washer,No,No,No,https://www.sheet-metal-fabrication.com/fanmar-inc/,https://www.sheet-metal-fabrication.com/fanmar-inc/,"901 GREENLEAF AVE, ELK GROVE VILLAGE, IL",332710,Machine Shops,,,Private,,,,,,42.003619,MFG INDUSTRIAL MACHINERY,-87.973687,Non Manufacturer,High,4 - Less likely to pay,No,Rent,(847) 621-2010,Non-Subsidiary,WWW.FANMAR.COM,1965,,,,,,Single Location,,,,,,,"901 GREENLEAF AVE, ELK GROVE VILLAGE, IL 60007",901 GREENLEAF AVE,ELK GROVE VILLAGE,USA,COOK,IL,600075010,60007,,,35990303,"Machine shop, jobbing and repair",28000,"$6,184,657",25,25,$0,$0
Chicago,SIMPSON STRONG-TIE COMPANY INC.,07-701-0932,07-701-0932,"Structural connectors, fasteners, fastening systems, anchors",Fastener-connection-rivet-washer,ISO9001,Yes,Yes,https://www.strongtie.com/about/locations,https://www.strongtie.com/contact,"2505 ENTERPRISE CIR, WEST CHICAGO, IL",332111,Iron and Steel Forging,,,Private,Importer,00-915-6449,"SIMPSON MANUFACTURING CO., INC.",06-974-7764,SIMPSON STRONG-TIE COMPANY INC.,41.869189,MFG IRON/STEEL FORGINGS,-88.258472,Non Manufacturer,Low,4 - Less likely to pay,No,,(630) 613-5100,Subsidiary,WWW.STRONGTIE.COM,1902,,SIMPSON ANCHOR SYSTEMS,363079950,00-915-6449,"SIMPSON MANUFACTURING CO., INC.",Single Location,,,,,,,"2505 ENTERPRISE CIR, WEST CHICAGO, IL 60185",2505 ENTERPRISE CIR,WEST CHICAGO,USA,DUPAGE,IL,601859605,60185,,,34629902,"Anchors, forged",0,"$7,240,795",25,25,$0,$0
Chicago,BEARING SALES CORPORATION,06-858-4606,06-858-4606,"Metal bronze bushings bearings-sleeves, flanges, and washers",Fastener-connection-rivet-washer,ISO9001,No,No,https://www.isostatic.com/index.html,https://www.isostatic.com/contact.html,"4153 N KOSTNER AVE, CHICAGO, IL",423840,Industrial Supplies Merchant Wholesalers,,,Private,Importer,,,,,41.956828,WHOL INDUSTRIAL SUPPLIES,-87.737889,Non Manufacturer,Low,1 - Most likely to pay,No,Owns,(773) 282-8686,Non-Subsidiary,WWW.BEARINGSALES.COM,1973,,,363179819,,,Single Location,,,,,,,"4153 N KOSTNER AVE, CHICAGO, IL 60641",4153 N KOSTNER AVE,CHICAGO,USA,COOK,IL,606411928,60641,,,50850501,Bearings,30000,"$8,338,362",35,35,$0,$0
Chicago,"THK HOLDINGS OF AMERICA, L.L.C.",04-393-1471,04-393-1471,"Ball screw, ball spline, roller ring",Fastener-connection-rivet-washer,ISO9001,Yes,Yes,https://www.thk.com/?q=us/node/5170,https://www.thk.com/?q=us/node/5252,"200 COMMERCE DR, SCHAUMBURG, IL",551111,Offices of Bank Holding Companies,,,Private,Both,69-059-9097,"THK CO., LTD.",69-059-9097,"THK CO., LTD.",42.061445,BANK HOLDING COMPANY,-88.070682,Non Manufacturer,Medium,2 - Likely to pay,No,Owns,(847) 310-1111,Subsidiary,WWW.THK.COM,1997,,,,04-393-1471,"THK CO., LTD.",Headquarters,,,,,,,"200 COMMERCE DR, SCHAUMBURG, IL 60173",200 COMMERCE DR,SCHAUMBURG,USA,COOK,IL,601735340,60173,,,67120000,Bank holding companies,0,"$48,668,796",274,6,"$8,806","$4,403"
Chicago,ROY R GROSS,11-700-6812,11-700-6812,Forging and stamping,Forging,No,NA,NA,https://www.dnb.com/business-directory/company-profiles.roy_r_gross.5ba17039b868fd33251a82899f06a455.html,https://www.dnb.com/business-directory/company-profiles.roy_r_gross.5ba17039b868fd33251a82899f06a455.html,"243 W FAY AVE STE B, ADDISON, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.911477,MFG METAL STAMPINGS,-87.994888,Non Manufacturer,Low,1 - Most likely to pay,No,Rent,(708) 721-5437,Non-Subsidiary,,1982,,R & R ENTERPRISES,,,,Single Location,,,,,,,"243 W FAY AVE STE B, ADDISON, IL 60101",243 W FAY AVE STE B,ADDISON,USA,DUPAGE,IL,601015028,60101,,,34690000,"Metal stampings, nec",2400,"$25,000",1,1,$0,$0
Chicago,HAMMERED STEEL BY PHEYLIN,02-136-7367,02-136-7367,Forged iron and steel,Forging,No,No,No,https://www.manta.com/c/mm7fg4n/hammered-steel-by-pheylin,https://www.manta.com/c/mm7fg4n/hammered-steel-by-pheylin,"126 PARKVIEW DR, WAUCONDA, IL",332111,Iron and Steel Forging,,,Private,,,,,,42.27226,MFG IRON/STEEL FORGINGS,-88.144251,Non Manufacturer,Low,2 - Likely to pay,No,,(847) 322-1810,Non-Subsidiary,,1999,,,,,,Single Location,,,,,,,"126 PARKVIEW DR, WAUCONDA, IL 60084",126 PARKVIEW DR,WAUCONDA,USA,LAKE,IL,600843607,60084,,,34629903,"Armor plate, forged iron or steel",0,"$48,846",1,1,$0,$0
Chicago,SECURITY IRON WORKS INC,09-048-5645,09-048-5645,Forging,Forging,No,NA,NA,https://www.manta.com/c/mmjrzwh/security-iron-works-inc,https://www.manta.com/c/mmjrzwh/security-iron-works-inc,"7234 W 90TH PL FL 1, BRIDGEVIEW, IL",332111,Iron and Steel Forging,,,Private,,,,,,41.727332,MFG IRON/STEEL FORGINGS,-87.800833,Non Manufacturer,High,5 - Least Likely to pay,No,,(708) 233-9799,Non-Subsidiary,,1994,,,,,,Single Location,,,,,,,"7234 W 90TH PL FL 1, BRIDGEVIEW, IL 60455",7234 W 90TH PL FL 1,BRIDGEVIEW,USA,COOK,IL,604552150,60455,,,34620000,Iron and steel forgings,0,"$143,860",1,1,$0,$0
Chicago,NORMAN JD METAL TECHNOLOGIES INC,79-095-3298,79-095-3298,"Forging, stamping",Forging,No,NA,NA,https://www.dnb.com/business-directory/company-profiles.norman_jd_metal_technologies_inc.82e8ac8dac37dbad8082b762458097ea.html,https://www.dnb.com/business-directory/company-profiles.norman_jd_metal_technologies_inc.82e8ac8dac37dbad8082b762458097ea.html,"787 W BELDEN AVE, ADDISON, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.910481,MFG METAL STAMPINGS,-88.006976,Non Manufacturer,Low,5 - Least Likely to pay,No,,(630) 458-3700,Non-Subsidiary,WWW.JDNORMAN.COM,2006,,,,,,Single Location,,,,,,,"787 W BELDEN AVE, ADDISON, IL 60101",787 W BELDEN AVE,ADDISON,USA,DUPAGE,IL,601014942,60101,,,34690000,"Metal stampings, nec",0,"$170,000",1,1,$0,$0
Chicago,LUBEPLANET.COM INC,16-991-7981,16-991-7981,Forging and stamping,Forging,No,NA,NA,https://www.dnb.com/business-directory/company-profiles.lubeplanetcom_inc.666b16b6ee0e6a4946dcc4d36f57b412.html,https://www.dnb.com/business-directory/company-profiles.lubeplanetcom_inc.666b16b6ee0e6a4946dcc4d36f57b412.html,"2117 GREENLEAF ST, EVANSTON, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,42.037884,MFG METAL STAMPINGS,-87.703419,Non Manufacturer,Low,2 - Likely to pay,No,,(847) 864-0255,Non-Subsidiary,,2000,,,,,,Single Location,,,,,,,"2117 GREENLEAF ST, EVANSTON, IL 60202",2117 GREENLEAF ST,EVANSTON,USA,COOK,IL,602021029,60202,,,34690000,"Metal stampings, nec",0,"$158,863",2,2,$0,$0
Chicago,10 4 IRP INC,06-018-1551,06-018-1551,"Forging, stamping",Forging,No,NA,NA,https://www.dnb.com/business-directory/company-profiles.10_4_irp_inc.bae41423b822a9e6ee4bbfe2620a4a15.html,https://www.dnb.com/business-directory/company-profiles.10_4_irp_inc.bae41423b822a9e6ee4bbfe2620a4a15.html,"8846 47TH ST, BROOKFIELD, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,41.805857,MFG METAL STAMPINGS,-87.842508,Non Manufacturer,High,5 - Least Likely to pay,No,,(708) 485-1040,Non-Subsidiary,WWW.10-4IRP.COM,2011,,,,,,Single Location,,,,,,,"8846 47TH ST, BROOKFIELD, IL 60513",8846 47TH ST,BROOKFIELD,USA,COOK,IL,605132532,60513,,,34699902,"Automobile license tags, stamped metal",0,"$300,000",2,2,$0,$0
Chicago,C & F FORGE COMPANY,00-507-7003,00-507-7003,Forging,Forging,No,No,No,https://www.linkedin.com/company/c-&-f-forge-company/about/,https://www.linkedin.com/company/c-&-f-forge-company/about/,"9100 PARKLANE AVE, FRANKLIN PARK, IL",331110,Iron and Steel Mills and Ferroalloy Manufacturing,,,Private,,00-507-7003,C & F FORGE COMPANY,00-507-7003,C & F FORGE COMPANY,41.933209,BLAST FURNACE-STEEL WORKS,-87.853573,Manufacturer,Low,5 - Least Likely to pay,No,Rent,(847) 455-6609,Non-Subsidiary,WWW.CHICAGOHARDWARE.COM,1938,,,362237945,00-507-7003,C & F FORGE COMPANY,Headquarters,,,,,,,"9100 PARKLANE AVE, FRANKLIN PARK, IL 60131",9100 PARKLANE AVE,FRANKLIN PARK,USA,COOK,IL,601313054,60131,,,33129904,"Forgings, iron and steel",500,"$4,267,844",32,2,$0,$0
Chicago,"MITSUTOYO-KIKO U.S.A., INC.",14-157-0692,14-157-0692,Forging,Forging,No,Yes,Yes,https://www.manta.com/c/mmls0gj/mitsutoyo-kiko-usa,https://www.manta.com/c/mmls0gj/mitsutoyo-kiko-usa,"1600 GOLF RD STE 1200, ROLLING MEADOWS, IL",332111,Iron and Steel Forging,,,Private,,69-316-9161,"MITSUTOYO-KIKO CO.,LTD.",69-316-9161,"MITSUTOYO-KIKO CO.,LTD.",42.053337,MFG IRON/STEEL FORGINGS,-88.001864,Non Manufacturer,Low,1 - Most likely to pay,No,Rent,(847) 981-5200,Subsidiary,,2002,,,,14-157-0692,"MITSUTOYO-KIKO CO.,LTD.",Single Location,,,,,,,"1600 GOLF RD STE 1200, ROLLING MEADOWS, IL 60008",1600 GOLF RD STE 1200,ROLLING MEADOWS,USA,COOK,IL,600084229,60008,,,34629906,"Machinery forgings, ferrous",0,"$600,000",4,4,$0,$0
Chicago,"GENERAL PRODUCTS INTERNATIONAL, LTD.",19-056-3036,19-056-3036,Steel forging,Forging,No,NA,NA,https://www.illinoisbids.us/illinois-contractors/contractor-5953724-General-Products-Internationa.htm,https://www.illinoisbids.us/illinois-contractors/contractor-5953724-General-Products-Internationa.htm,"7503 FAIRWAY DR, VILLAGE OF LAKEWOOD, IL",331529,Other Nonferrous Metal Foundries (except Die-Casting),,,Private,Importer,,,,,42.220171,COPPER FOUNDRY,-88.390232,Non Manufacturer,Low,1 - Most likely to pay,No,,(847) 458-6357,Non-Subsidiary,WWW.GENERALPRODUCTSINTERNATIONAL.COM,1986,,G P I,,,,Single Location,,,,,,,"7503 FAIRWAY DR, VILLAGE OF LAKEWOOD, IL 60014",7503 FAIRWAY DR,VILLAGE OF LAKEWOOD,USA,MCHENRY,IL,600146611,60014,,,33669908,"Machinery castings, copper or copper-base alloy",0,"$8,100,000",6,6,$0,$0
Chicago,"LAWNDALE FORGING & TOOL WORKS, INC.",00-518-1557,00-518-1557,Forging,Forging,No,No,No,http://www.lawndaleforge.com/index.html,http://www.lawndaleforge.com/contact.html,"2141 S SPAULDING AVE, CHICAGO, IL",332111,Iron and Steel Forging,,,Private,,,,,,41.852269,MFG IRON/STEEL FORGINGS,-87.707352,Non Manufacturer,Low,4 - Less likely to pay,No,Rent,(773) 277-2800,Non-Subsidiary,WWW.LAWNDALEFORGE.COM,1916,,,362484971,,,Single Location,,,,,,,"2141 S SPAULDING AVE, CHICAGO, IL 60623",2141 S SPAULDING AVE,CHICAGO,USA,COOK,IL,606233321,60623,,,34620000,Iron and steel forgings,12500,"$575,000",7,7,$0,$0
Chicago,CLARK GEAR WORKS INC,84-154-3783,84-154-3783,"Gears, forged steel",Forging,No,NA,NA,https://www.manta.com/c/mm0zss2/clark-gear-works,https://www.manta.com/c/mm0zss2/clark-gear-works,"1218 SARATOGA DR, CAROL STREAM, IL",332111,Iron and Steel Forging,,,Private,,,,,,41.924664,MFG IRON/STEEL FORGINGS,-88.164003,Non Manufacturer,Low,2 - Likely to pay,No,,(630) 561-2320,Non-Subsidiary,WWW.CLARKGEARWORKS.COM,1998,,,,,,Single Location,,,,,,,"1218 SARATOGA DR, CAROL STREAM, IL 60188",1218 SARATOGA DR,CAROL STREAM,USA,DUPAGE,IL,601884644,60188,,,34620102,"Gears, forged steel",0,"$50,000",9,9,$0,$0
Chicago,BERNY METAL PRODUCTS INC,04-895-4523,04-895-4523,Forging and stamping metal,Forging,No,NA,NA,https://www.dnb.com/business-directory/company-profiles.berny_metal_products_inc.e9e7c44d09a8cc260014d421ec42145e.html,https://www.dnb.com/business-directory/company-profiles.berny_metal_products_inc.e9e7c44d09a8cc260014d421ec42145e.html,"655 SUNDOWN RD, SOUTH ELGIN, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",,,Private,,,,,,42.003668,MFG METAL STAMPINGS,-88.30419,Non Manufacturer,Low,2 - Likely to pay,No,Owns,(847) 742-8500,Non-Subsidiary,,1967,,,362657831,,,Single Location,,,,,,,"655 SUNDOWN RD, SOUTH ELGIN, IL 60177",655 SUNDOWN RD,SOUTH ELGIN,USA,KANE,IL,601771145,60177,,,34699916,Stamping metal for the trade,20000,"$1,192,151",9,9,$0,$0
Chicago,"WOZNIAK INDUSTRIES, INC.",15-065-8565,15-065-8565,"Forging, stamping, fabrication, precision machining",Forging,ISO9001,No,No,https://www.wozniakindustries.com/contact-wozniak/,https://www.wozniakindustries.com/contact-wozniak/,"1901 N ROSELLE RD STE 750, SCHAUMBURG, IL",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)","332111, 332119, 332322","""Iron and Steel Forging "", ""Metal Crown, Closure, and Other Metal Stamping (except Automotive) "", ""Sheet Metal Work Manufacturing """,Private,Both,15-065-8565,"WOZNIAK INDUSTRIES, INC.",15-065-8565,"WOZNIAK INDUSTRIES, INC.",42.062059,MFG METAL STAMPINGS,-88.078252,Manufacturer,Low,2 - Likely to pay,No,Rent,(630) 954-3400,Non-Subsidiary,WWW.WOZNIAKINDUSTRIES.COM,1985,,GMP METAL PRODUCTS,363364512,15-065-8565,"WOZNIAK INDUSTRIES, INC.",Headquarters,,,,,,,"1901 N ROSELLE RD STE 750, SCHAUMBURG, IL 60195",1901 N ROSELLE RD STE 750,SCHAUMBURG,USA,COOK,IL,601953175,60195,"3444, 3462, 3469","""Sheet metalwork"", ""Iron and steel forgings"", ""Metal stampings, nec""",34690000,"Metal stampings, nec",3000,"$71,765,168",300,9,$0,$0
Chicago,J & L GEAR INCORPORATED,13-971-4000,13-971-4000,"Gears, forged steel",Forging,No,NA,NA,https://www.manta.com/c/mmqh78d/j-l-gear-co,https://www.manta.com/c/mmqh78d/j-l-gear-co,"726 N PRINCETON AVE STE C, VILLA PARK, IL",332111,Iron and Steel Forging,,,Private,,,,,,41.90374,MFG IRON/STEEL FORGINGS,-87.980819,Non Manufacturer,Low,1 - Most likely to pay,No,Rent,(630) 832-1880,Non-Subsidiary,,1984,,,363327658,,,Single Location,,,,,,,"726 N PRINCETON AVE STE C, VILLA PARK, IL 60181",726 N PRINCETON AVE STE C,VILLA PARK,USA,DUPAGE,IL,601811657,60181,,,34620102,"Gears, forged steel",4000,"$1,303,167",10,10,$0,$0
